District,Category,Bedrooms,Livingrooms,Bathrooms,Furnished,Kitechen,Garage,Elevator,AC,Price,Region,floor_number,AGE
شقة للإيجار في شارع الخضار ، حي المروج ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,27000.0,East,2.0,4.0
شقة للإيجار في شارع رقم 480 ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,35000.0,East,2.0,4.0
شقة للإيجار في شارع ابن ابي الازهر ، حي العليا ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,no,yes,48000.0,East,2.0,7.0
شقة للإيجار في شارع العباس بن عبدالمطلب ، حي التعاون ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,no,yes,25000.0,East,2.0,9.0
شقة للإيجار في شارع رقم 338 ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,3,no,yes,no,no,yes,35000.0,East,1.0,4.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,yes,yes,70000.0,East,2.0,4.0
شقة للإيجار في شارع رقم 488 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,49000.0,East,1.0,2.0
شقة للإيجار في شارع المذنب ، حي الفلاح ، الرياض ، الرياض,singal,1.0,1.0,1,no,yes,no,no,yes,15000.0,East,3.0,19.0
شقة للإيجار في شارع الامير مقرن بن عبدالعزيز ، حي النزهة ، الرياض ، الرياض,family,4.0,2.0,4,no,yes,yes,yes,yes,65000.0,East,1.0,1.0
شقة للإيجار في حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,no,no,no,no,25000.0,East,3.0,1.0
شقة للإيجار في شارع السهام ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,35000.0,East,3.0,1.0
شقة للإيجار في شارع محمد الشاعر ، حي القيروان ، الرياض ، الرياض,family,4.0,2.0,4,no,yes,no,no,yes,70000.0,East,2.0,3.0
شقة للإيجار في طريق الامام سعود بن فيصل ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,37000.0,East,3.0,3.0
شقة للإيجار في شارع الحسين بن علي ، حي التعاون ، الرياض ، الرياض,family,3.0,2.0,3,no,yes,yes,yes,yes,65000.0,East,2.0,1.0
شقة للإيجار في شارع القريات ، حي الندى ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,yes,yes,yes,80000.0,East,2.0,1.0
شقة للإيجار في حي ، شارع وادي الاعشاب ، حي الصحافة ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,24000.0,East,2.0,4.0
شقة للإيجار في طريق عثمان بن عفان ، حي النرجس ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,25000.0,East,2.0,2.0
شقة للإيجار في شارع رقم 431 ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,30000.0,East,2.0,4.0
شقة للإيجار في شارع الجيره ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,no,50000.0,East,3.0,4.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,75000.0,East,2.0,4.0
شقة للإيجار في شارع عواد ، حي حطين ، الرياض ، الرياض,family,3.0,1.0,1,no,yes,no,yes,yes,71000.0,East,1.0,4.0
شقة للإيجار في شارع عبدالله بن شهيوين ، حي الملقا ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,yes,yes,36000.0,East,2.0,4.0
شقة للإيجار في طريق ابي بكر الصديق ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,35000.0,East,2.0,4.0
شقة للإيجار في شارع الافضلي ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,yes,yes,37000.0,East,2.0,2.0
شقة للإيجار في شارع رقم 336 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,40000.0,East,2.0,1.0
شقة للإيجار في شارع الأمير مقرن بن عبدالعزيز ، حي النزهة ، الرياض ، الرياض,family,4.0,2.0,5,no,yes,yes,yes,yes,90000.0,East,1.0,1.0
شقة للإيجار في حي ، شارع محمد بن عبدالعزيز العجاجي ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,yes,yes,no,75000.0,East,1.0,4.0
شقة للإيجار في شارع الصحابة ، حي المغرزات ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,32000.0,East,2.0,4.0
شقة للإيجار في شارع الامير سعود بن عبدالله بن جلوي ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,no,no,no,no,28000.0,East,3.0,1.0
شقة للإيجار في شارع خلف البزار ، حي النرجس ، الرياض ، الرياض,singal,3.0,1.0,2,no,yes,no,yes,yes,30000.0,East,3.0,3.0
شقة للإيجار في شارع وادي وج ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,45000.0,East,2.0,2.0
شقة للإيجار في شارع الفتح ، حي العقيق ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,34000.0,East,2.0,9.0
شقة للإيجار في شارع احمد بن الحجاج ، حي العارض ، الرياض ، الرياض,family,5.0,1.0,4,no,yes,yes,yes,no,45000.0,East,3.0,1.0
شقة للإيجار في شارع العدل ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,35000.0,East,3.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,45000.0,East,2.0,6.0
شقة للإيجار في الرياض ، حي الياسمين ، الرياض,family,4.0,1.0,3,yes,yes,yes,yes,yes,55000.0,East,2.0,9.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,38000.0,East,2.0,5.0
شقة للإيجار في شارع رقم 250 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,38000.0,East,2.0,5.0
شقة للإيجار في شارع الأمير يزيد بن عبدالله بن عبدالرحمن ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,2,no,yes,no,yes,yes,58000.0,East,2.0,4.0
شقة للإيجار في شارع الأماسي ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,30000.0,East,3.0,3.0
شقة للإيجار في شارع محمد المقدمي ، حي الغدير ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,yes,yes,40500.0,East,4.0,4.0
شقة للإيجار في طريق الامام سعود بن فيصل ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,2,yes,yes,yes,yes,no,100000.0,East,1.0,1.0
شقة للإيجار في شارع الحسين بن علي ، حي التعاون ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,25000.0,East,2.0,3.0
شقة للإيجار في حي ، شارع الامير سعود بن عبدالله بن جلوي ، حي العارض ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,no,yes,45000.0,East,3.0,4.0
شقة للإيجار في شارع اوس بن عوف ، حي العقيق ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,35000.0,East,2.0,3.0
شقة للإيجار في شارع الريان ، حي النفل ، الرياض ، الرياض,family,2.0,1.0,3,no,yes,yes,yes,yes,29000.0,East,2.0,2.0
شقة للإيجار في شارع الحسين بن علي ، حي التعاون ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,yes,yes,54000.0,East,2.0,4.0
شقة للإيجار في شارع الفضائل ، حي النرجس ، الرياض ، الرياض,family,3.0,2.0,3,no,yes,no,yes,no,90000.0,East,2.0,4.0
شقة للإيجار في شارع وادي هجر ، حي الملقا ، الرياض ، الرياض,family,4.0,1.0,5,yes,yes,yes,yes,yes,150000.0,East,1.0,1.0
شقة للإيجار في شارع سعيد بن عامر ، حي النخيل ، الرياض ، الرياض,family,4.0,2.0,5,no,yes,no,yes,yes,70000.0,East,1.0,4.0
شقة للإيجار في شارع عزيز بن عمير ، حي النزهة ، الرياض ، الرياض,family,7.0,2.0,5,no,yes,no,no,no,150000.0,East,1.0,4.0
شقة للإيجار في شارع الساقيه ، حي الغدير ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,yes,yes,no,105000.0,East,1.0,1.0
شقة للإيجار في شارع التحلية ، حي حطين ، الرياض ، الرياض,family,4.0,1.0,2,no,yes,no,yes,yes,39000.0,East,1.0,10.0
شقة للإيجار في شارع الحاجرة ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,yes,yes,38000.0,East,2.0,1.0
شقة للإيجار في حي ، شارع محمد بن عبدالعزيز العجاجي ، حي القيروان ، الرياض ، الرياض,family,3.0,2.0,3,no,yes,no,yes,yes,70000.0,East,2.0,1.0
شقة للإيجار في طريق الأمير محمد بن سعد بن عبدالعزيز ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,yes,yes,42000.0,East,1.0,5.0
شقة للإيجار في حي ، شارع أحمد بن سعيد بن الهندي ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,no,32000.0,East,3.0,1.0
شقة للإيجار في حي الملك عبدالعزيز ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,55000.0,East,1.0,1.0
شقة للإيجار في شارع زياد بن صبيح ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,no,40000.0,East,2.0,1.0
شقة للإيجار في شارع الجيره ، حي النرجس ، الرياض ، الرياض,family,5.0,1.0,3,no,yes,no,yes,yes,50000.0,East,1.0,1.0
شقة للإيجار في حي ، شارع محمد بن عبدالعزيز العجاجي ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,75000.0,East,2.0,4.0
شقة للإيجار في حي ، شارع محمد بن عبدالعزيز العجاجي ، حي القيروان ، الرياض ، الرياض,family,3.0,1.0,5,no,yes,no,yes,yes,60000.0,East,1.0,1.0
شقة للإيجار في شارع محمد الموافي ، حي النرجس ، الرياض ، الرياض,family,4.0,1.0,3,no,no,no,no,no,40000.0,East,3.0,1.0
شقة للإيجار في حي القيروان ، الرياض ، الرياض,family,4.0,1.0,4,no,yes,no,no,no,60000.0,East,2.0,4.0
شقة للإيجار في حي القيروان ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,yes,yes,yes,70000.0,East,2.0,1.0
شقة للإيجار في شارع الامير مشهور بن عبدالعزيز ، حي المرسلات ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,30000.0,East,2.0,12.0
شقة للإيجار في شارع العباس بن عبدالمطلب ، حي التعاون ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,no,no,yes,85000.0,East,2.0,1.0
شقة للإيجار في شارع اسماء بنت مالك ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,yes,yes,no,38000.0,East,2.0,1.0
شقة للإيجار في شارع الفتح ، حي العقيق ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,33000.0,East,1.0,7.0
شقة للإيجار في شارع محمد المنوفي ، حي النرجس ، الرياض ، الرياض,family,4.0,1.0,3,no,no,no,no,no,35000.0,East,2.0,1.0
شقة للإيجار في حي الرحمانية ، الرياض ، الرياض,family,4.0,3.0,5,no,no,no,yes,no,160000.0,East,2.0,1.0
شقة للإيجار في حي النرجس ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,no,yes,50000.0,East,3.0,1.0
شقة للإيجار في شارع الجيره ، حي النرجس ، الرياض ، الرياض,family,5.0,1.0,3,no,yes,no,no,no,55000.0,East,1.0,4.0
شقة للإيجار في شارع سالم بن ابي بكر شيخان ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,34000.0,East,3.0,4.0
شقة للإيجار في شارع الدهناء ، حي الملقا ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,yes,yes,22000.0,East,1.0,7.0
شقة للإيجار في شارع عبدالرحمن بن عمرو السلمي ، حي العارض ، الرياض ، الرياض,family,2.0,1.0,2,no,yes,no,no,no,36000.0,East,2.0,1.0
شقة للإيجار في حي الوادي ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,no,yes,16000.0,East,1.0,4.0
شقة للإيجار في شارع رقم 544 ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,49000.0,East,1.0,1.0
شقة للإيجار في شارع عبدالباسط الظاهري ، حي النرجس ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,no,35000.0,East,2.0,1.0
شقة للإيجار في حي الياسمين ، الرياض ، الرياض,family,4.0,1.0,3,no,yes,no,yes,yes,50000.0,East,3.0,6.0
شقة للإيجار في حي الملك عبدالله ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,yes,yes,yes,80000.0,East,3.0,4.0
شقة للإيجار في حي ، شارع جبيلة ، حي الصحافة ، الرياض ، الرياض,family,5.0,1.0,4,no,no,no,no,no,40000.0,East,1.0,4.0
شقة للإيجار في شارع الوفاء ، حي الملقا ، الرياض ، الرياض,family,3.0,1.0,3,no,yes,yes,no,yes,90000.0,East,1.0,1.0
شقة للإيجار في شارع ظلم ، حي النرجس ، الرياض ، الرياض,family,3.0,3.0,3,no,yes,no,yes,no,100000.0,East,3.0,1.0
شقة للإيجار في شارع محمد المقدمي ، حي النفل ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,no,yes,20000.0,East,3.0,4.0
شقة للإيجار في طريق عثمان بن عفان ، حي النرجس ، الرياض ، الرياض,family,4.0,2.0,3,no,yes,no,no,no,45000.0,East,1.0,3.0
شقة للإيجار في شارع عائشة الزبيدية ، حي النزهة ، الرياض ، الرياض,family,4.0,2.0,4,no,yes,no,no,no,90000.0,East,1.0,1.0
شقة للإيجار في شارع محمد بن حمد بن فارس ، حي العارض ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,no,yes,33500.0,East,2.0,1.0
شقة للإيجار في شارع الدهناء ، حي الملقا ، الرياض ، الرياض,family,2.0,1.0,1,no,yes,no,yes,yes,42000.0,East,2.0,1.0
شقة للإيجار في شارع السعادات ، حي الملقا ، الرياض ، الرياض,family,3.0,2.0,3,no,yes,no,yes,yes,70000.0,East,2.0,1.0
شقة للإيجار في شارع اوس بن عوف ، حي العقيق ، الرياض ، الرياض,family,3.0,1.0,1,no,yes,no,yes,yes,35000.0,East,2.0,3.0
شقة للإيجار في شارع وادي العمارية ، حي حطين ، الرياض ، الرياض,family,3.0,2.0,2,no,yes,no,yes,yes,45000.0,East,2.0,1.0
شقة للإيجار في العيينة ، الدرعية,family,4.0,1.0,2,no,yes,no,no,no,16000.0,East,2.0,4.0
شقة للإيجار في طريق أنس ابن مالك ، حي النرجس ، الرياض ، الرياض,family,2.0,2.0,2,no,yes,no,no,yes,45000.0,East,1.0,1.0
شقة للإيجار في طريق الملك فهد ، حي الصحافة ، الرياض ، الرياض,family,2.0,1.0,2,yes,yes,yes,yes,yes,120000.0,East,20.0,2.0
شقة للإيجار في شارع المذنب ، حي الفلاح ، الرياض ، الرياض,family,3.0,1.0,2,no,yes,no,yes,yes,33000.0,East,2.0,4.0
شقة للإيجار في حي النرجس ، الرياض ، الرياض,family,3.0,1.0,4,no,no,no,no,no,65000.0,East,1.0,1.0
شقة للإيجار في شارع حائل ، حي النزهة ، الرياض ، الرياض,family,3.0,1.0,1,no,yes,no,yes,yes,34000.0,East,2.0,1.0
شقة للإيجار في شارع القوس ، حي حطين ، الرياض ، الرياض,family,1.0,1.0,1,no,yes,no,no,yes,45000.0,East,2.0,4.0
